director_name,actor_1_name,actor_2_name,actor_3_name,title_year,movie_title,genres,comb
unknown,Barry Corbin,Noureen DeWulf,Brian Austin Green,unknown,anger management            ,Comedy Romance,Barry Corbin Noureen DeWulf Brian Austin Green unknown Comedy Romance
Adam Shankman,Vin Diesel,Brad Garrett,Tate Donovan,2005.0,the pacifier,Action Comedy Drama Family Thriller,Vin Diesel Brad Garrett Tate Donovan Adam Shankman Action Comedy Drama Family Thriller
Kevin Bray,Dwayne Johnson,Ashley Scott,Michael Bowen,2004.0,walking tall,Action Crime,Dwayne Johnson Ashley Scott Michael Bowen Kevin Bray Action Crime
Robert Zemeckis,Tom Hanks,Siobhan Fallon Hogan,Sam Anderson,1994.0,forrest gump,Comedy Drama,Tom Hanks Siobhan Fallon Hogan Sam Anderson Robert Zemeckis Comedy Drama
Tim Hill,Jesse McCartney,Beth Riesgraf,Matthew Gray Gubler,2007.0,alvin and the chipmunks,Animation Comedy Family Fantasy Music,Jesse McCartney Beth Riesgraf Matthew Gray Gubler Tim Hill Animation Comedy Family Fantasy Music
Jay Roach,Robert De Niro,Blythe Danner,Teri Polo,2000.0,meet the parents,Comedy,Robert De Niro Blythe Danner Teri Polo Jay Roach Comedy
Mike Gabriel,Christian Bale,Frank Welker,Irene Bedard,1995.0,pocahontas,Adventure Animation Drama Family History Musical Romance,Christian Bale Frank Welker Irene Bedard Mike Gabriel Adventure Animation Drama Family History Musical Romance
Richard Donner,Marlon Brando,Margot Kidder,Ned Beatty,1978.0,superman,Action Adventure Drama Romance Sci-Fi,Marlon Brando Margot Kidder Ned Beatty Richard Donner Action Adventure Drama Romance Sci-Fi
Tom Shadyac,Jada Pinkett Smith,James Coburn,Dave Chappelle,1996.0,the nutty professor,Comedy Romance Sci-Fi,Jada Pinkett Smith James Coburn Dave Chappelle Tom Shadyac Comedy Romance Sci-Fi
Andy Tennant,Will Smith,Michael Rapaport,Kevin Sussman,2005.0,hitch,Comedy Romance,Will Smith Michael Rapaport Kevin Sussman Andy Tennant Comedy Romance
Sam Weisman,Brendan Fraser,Abraham Benrubi,Holland Taylor,1997.0,george of the jungle,Action Adventure Comedy Family Romance,Brendan Fraser Abraham Benrubi Holland Taylor Sam Weisman Action Adventure Comedy Family Romance
Jesse Dylan,Alyson Hannigan,Thomas Ian Nicholas,Fred Willard,2003.0,american wedding,Comedy Romance,Alyson Hannigan Thomas Ian Nicholas Fred Willard Jesse Dylan Comedy Romance
Paul Greengrass,Tom Hanks,Chris Mulkey,Michael Chernus,2013.0,captain phillips,Biography Drama Thriller,Tom Hanks Chris Mulkey Michael Chernus Paul Greengrass Biography Drama Thriller
Shawn Levy,Mila Kunis,James Franco,Steve Carell,2010.0,date night,Comedy Crime Romance Thriller,Mila Kunis James Franco Steve Carell Shawn Levy Comedy Crime Romance Thriller
Brad Silberling,Eric Idle,Fred Rogers,Cathy Moriarty,1995.0,casper,Comedy Family Fantasy,Eric Idle Fred Rogers Cathy Moriarty Brad Silberling Comedy Family Fantasy
Antoine Fuqua,Denzel Washington,Chloë Grace Moretz,James Wilcox,2014.0,the equalizer,Action Crime Thriller,Denzel Washington Chloë Grace Moretz James Wilcox Antoine Fuqua Action Crime Thriller
Wayne Wang,Bob Hoskins,Frances Conroy,Natasha Richardson,2002.0,maid in manhattan,Comedy Drama Romance,Bob Hoskins Frances Conroy Natasha Richardson Wayne Wang Comedy Drama Romance
Tony Scott,Denzel Washington,Viggo Mortensen,Ricky Schroder,1995.0,crimson tide,Action Drama Thriller War,Denzel Washington Viggo Mortensen Ricky Schroder Tony Scott Action Drama Thriller War
Gabriele Muccino,Will Smith,Kurt Fuller,James Karen,2006.0,the pursuit of happyness,Biography Drama,Will Smith Kurt Fuller James Karen Gabriele Muccino Biography Drama
Robert Schwentke,Erika Christensen,Michael Irby,Haley Ramm,2005.0,flightplan,Drama Mystery Thriller,Erika Christensen Michael Irby Haley Ramm Robert Schwentke Drama Mystery Thriller
Barry Levinson,Demi Moore,Dylan Baker,Roma Maffia,1994.0,disclosure,Drama Thriller,Demi Moore Dylan Baker Roma Maffia Barry Levinson Drama Thriller
Brad Silberling,Nicolas Cage,Andre Braugher,Colm Feore,1998.0,city of angels,Drama Fantasy Romance,Nicolas Cage Andre Braugher Colm Feore Brad Silberling Drama Fantasy Romance
Quentin Tarantino,David Carradine,Vivica A. Fox,Chiaki Kuriyama,2003.0,kill bill: vol. 1,Action,David Carradine Vivica A. Fox Chiaki Kuriyama Quentin Tarantino Action
Frank Oz,Robert Downey Jr.,Adam Alexi-Malle,Jamie Kennedy,1999.0,bowfinger,Comedy,Robert Downey Jr. Adam Alexi-Malle Jamie Kennedy Frank Oz Comedy
unknown,Christopher Judge,Don S. Davis,Gary Jones,unknown,stargate sg-1            ,Action Adventure Drama Sci-Fi,Christopher Judge Don S. Davis Gary Jones unknown Action Adventure Drama Sci-Fi
Quentin Tarantino,Vivica A. Fox,Michael Parks,Michael Bowen,2004.0,kill bill: vol. 2,Action Crime Drama Thriller,Vivica A. Fox Michael Parks Michael Bowen Quentin Tarantino Action Crime Drama Thriller
Andrey Konchalovskiy,Sylvester Stallone,Jack Palance,Brion James,1989.0,tango & cash,Action Comedy Crime Thriller,Sylvester Stallone Jack Palance Brion James Andrey Konchalovskiy Action Comedy Crime Thriller
Robert Zemeckis,Bruce Willis,Meryl Streep,Isabella Rossellini,1992.0,death becomes her,Comedy Fantasy Horror,Bruce Willis Meryl Streep Isabella Rossellini Robert Zemeckis Comedy Fantasy Horror
Tom Dey,Xander Berkeley,Jason Connery,Kate Luyben,2000.0,shanghai noon,Action Adventure Comedy Western,Xander Berkeley Jason Connery Kate Luyben Tom Dey Action Adventure Comedy Western
Stuart Baird,Oliver Platt,Joe Morton,J.T. Walsh,1996.0,executive decision,Action Adventure Thriller,Oliver Platt Joe Morton J.T. Walsh Stuart Baird Action Adventure Thriller
Mark Waters,Madeline Carroll,Ophelia Lovibond,Philip Baker Hall,2011.0,mr. popper's penguins,Comedy Family Fantasy,Madeline Carroll Ophelia Lovibond Philip Baker Hall Mark Waters Comedy Family Fantasy
Rob Minkoff,Jet Li,Thomas McDonell,Michael Angarano,2008.0,the forbidden kingdom,Action Adventure Fantasy,Jet Li Thomas McDonell Michael Angarano Rob Minkoff Action Adventure Fantasy
Jimmy Hayward,Amy Poehler,Carlos Ponce,Dan Fogler,2013.0,free birds,Adventure Animation Comedy Family,Amy Poehler Carlos Ponce Dan Fogler Jimmy Hayward Adventure Animation Comedy Family
David Fincher,Charles S. Dutton,Holt McCallany,Paul McGann,1992.0,alien 3,Action Horror Sci-Fi,Charles S. Dutton Holt McCallany Paul McGann David Fincher Action Horror Sci-Fi
Alan Parker,Andrea Corr,Jimmy Nail,Peter Polycarpou,1996.0,evita,Biography Drama History Musical,Andrea Corr Jimmy Nail Peter Polycarpou Alan Parker Biography Drama History Musical
John Frankenheimer,Robert De Niro,Natascha McElhone,Michael Lonsdale,1998.0,ronin,Action Adventure Crime Thriller,Robert De Niro Natascha McElhone Michael Lonsdale John Frankenheimer Action Adventure Crime Thriller
Stephen Hopkins,Tom Wilkinson,Bernard Hill,Om Puri,1996.0,the ghost and the darkness,Adventure Drama Horror Thriller,Tom Wilkinson Bernard Hill Om Puri Stephen Hopkins Adventure Drama Horror Thriller
Paul King,Julie Walters,Matt Lucas,Sally Hawkins,2014.0,paddington,Animation Comedy Family Fantasy,Julie Walters Matt Lucas Sally Hawkins Paul King Animation Comedy Family Fantasy
William Friedkin,Connie Nielsen,Jenna Boyd,Rex Linn,2003.0,the hunted,Action Crime Drama Thriller,Connie Nielsen Jenna Boyd Rex Linn William Friedkin Action Crime Drama Thriller
Jon Turteltaub,Anthony Hopkins,Maura Tierney,John Ashton,1999.0,instinct,Drama Thriller,Anthony Hopkins Maura Tierney John Ashton Jon Turteltaub Drama Thriller
Bobby Farrelly,Matt Damon,Terence Bernie Hines,Seymour Cassel,2003.0,stuck on you,Comedy,Matt Damon Terence Bernie Hines Seymour Cassel Bobby Farrelly Comedy
Kent Alterman,Will Ferrell,Maura Tierney,Matt Walsh,2008.0,semi-pro,Comedy Sport,Will Ferrell Maura Tierney Matt Walsh Kent Alterman Comedy Sport
Peter Lord,Salma Hayek,Russell Tovey,Brian Blessed,2012.0,the pirates! band of misfits,Adventure Animation Comedy Family,Salma Hayek Russell Tovey Brian Blessed Peter Lord Adventure Animation Comedy Family
Clint Eastwood,Angelina Jolie Pitt,Michael Kelly,Colm Feore,2008.0,changeling,Crime Drama Mystery Thriller,Angelina Jolie Pitt Michael Kelly Colm Feore Clint Eastwood Crime Drama Mystery Thriller
Andrew Davis,Keanu Reeves,Morgan Freeman,Kevin Dunn,1996.0,chain reaction,Action Drama Sci-Fi Thriller,Keanu Reeves Morgan Freeman Kevin Dunn Andrew Davis Action Drama Sci-Fi Thriller
Tony Scott,Robert De Niro,Kurt Fuller,Ellen Barkin,1996.0,the fan,Action Drama Sport Thriller,Robert De Niro Kurt Fuller Ellen Barkin Tony Scott Action Drama Sport Thriller
Joel Schumacher,Gerard Butler,Minnie Driver,Miranda Richardson,2004.0,the phantom of the opera,Drama Musical Romance Thriller,Gerard Butler Minnie Driver Miranda Richardson Joel Schumacher Drama Musical Romance Thriller
Shekhar Kapur,Eddie Redmayne,Abbie Cornish,Jordi Mollà,2007.0,elizabeth: the golden age,Biography Drama History War,Eddie Redmayne Abbie Cornish Jordi Mollà Shekhar Kapur Biography Drama History War
Karyn Kusama,Charlize Theron,Sophie Okonedo,Paterson Joseph,2005.0,æon flux,Action Sci-Fi,Charlize Theron Sophie Okonedo Paterson Joseph Karyn Kusama Action Sci-Fi
Ron Maxwell,Billy Campbell,Bruce Boxleitner,John Castle,2003.0,gods and generals,Drama History War,Billy Campbell Bruce Boxleitner John Castle Ron Maxwell Drama History War
Robert Butler,Hector Elizondo,Lauren Holly,Jeffrey DeMunn,1997.0,turbulence,Action Thriller,Hector Elizondo Lauren Holly Jeffrey DeMunn Robert Butler Action Thriller
Karey Kirkpatrick,Stephen Root,Ronny Cox,Richard Schiff,2009.0,imagine that,Comedy Drama Family Fantasy,Stephen Root Ronny Cox Richard Schiff Karey Kirkpatrick Comedy Drama Family Fantasy
James Bobin,Ty Burrell,Tina Fey,Hugh Bonneville,2014.0,muppets most wanted,Adventure Comedy Crime Family Musical,Ty Burrell Tina Fey Hugh Bonneville James Bobin Adventure Comedy Crime Family Musical
Jonathan Frakes,Sophia Myles,Philip Winchester,Brady Corbet,2004.0,thunderbirds,Action Adventure Comedy Family Sci-Fi,Sophia Myles Philip Winchester Brady Corbet Jonathan Frakes Action Adventure Comedy Family Sci-Fi
Steve Antin,Eric Dane,Peter Gallagher,David Walton,2010.0,burlesque,Drama Music Musical Romance,Eric Dane Peter Gallagher David Walton Steve Antin Drama Music Musical Romance
Jean-Pierre Jeunet,Denis Lavant,André Dussollier,Albert Dupontel,2004.0,a very long engagement,Drama Mystery Romance War,Denis Lavant André Dussollier Albert Dupontel Jean-Pierre Jeunet Drama Mystery Romance War
Jim Gillespie,Sylvester Stallone,Tom Berenger,Charles S. Dutton,2002.0,eye see you,Crime Horror Mystery Thriller,Sylvester Stallone Tom Berenger Charles S. Dutton Jim Gillespie Crime Horror Mystery Thriller
Guillermo del Toro,Norman Reedus,Thomas Kretschmann,Tony Curran,2002.0,blade ii,Action Horror Sci-Fi Thriller,Norman Reedus Thomas Kretschmann Tony Curran Guillermo del Toro Action Horror Sci-Fi Thriller
Gabriele Muccino,Will Smith,Rosario Dawson,Madison Pettis,2008.0,seven pounds,Drama Romance,Will Smith Rosario Dawson Madison Pettis Gabriele Muccino Drama Romance
Walter Hill,Sylvester Stallone,Jason Momoa,Jon Seda,2012.0,bullet to the head,Action Thriller,Sylvester Stallone Jason Momoa Jon Seda Walter Hill Action Thriller
Francis Ford Coppola,Al Pacino,Joe Mantegna,Bridget Fonda,1990.0,the godfather: part iii,Crime Drama,Al Pacino Joe Mantegna Bridget Fonda Francis Ford Coppola Crime Drama
Cameron Crowe,Orlando Bloom,Kirsten Dunst,Judy Greer,2005.0,elizabethtown,Comedy Drama Romance,Orlando Bloom Kirsten Dunst Judy Greer Cameron Crowe Comedy Drama Romance
Anthony Russo,Todd Stashwick,Billy Gardell,Amanda Detmer,2006.0,"you, me and dupree",Comedy Romance,Todd Stashwick Billy Gardell Amanda Detmer Anthony Russo Comedy Romance
Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper,1980.0,superman ii,Action Adventure Romance Sci-Fi,Margot Kidder Ned Beatty Jackie Cooper Richard Lester Action Adventure Romance Sci-Fi
Martin Brest,Todd Giebenhain,Lenny Venito,David Backus,2003.0,gigli,Comedy Crime Romance,Todd Giebenhain Lenny Venito David Backus Martin Brest Comedy Crime Romance
Steven Zaillian,Kate Winslet,Anthony Hopkins,Kevin Dunn,2006.0,all the king's men,Drama Thriller,Kate Winslet Anthony Hopkins Kevin Dunn Steven Zaillian Drama Thriller
John Singleton,Christian Bale,Vanessa Williams,Daniel von Bargen,2000.0,shaft,Action Crime Thriller,Christian Bale Vanessa Williams Daniel von Bargen John Singleton Action Crime Thriller
Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,1997.0,anastasia,Adventure Animation Drama Family Fantasy Musical Mystery Romance,Kirsten Dunst Kelsey Grammer Bernadette Peters Don Bluth Adventure Animation Drama Family Fantasy Musical Mystery Romance
Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,2001.0,moulin rouge!,Drama Musical Romance,Jim Broadbent Kylie Minogue Richard Roxburgh Baz Luhrmann Drama Musical Romance
Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,2001.0,domestic disturbance,Crime Mystery Thriller,Steve Buscemi Teri Polo Matt O'Leary Harold Becker Crime Mystery Thriller
Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,2015.0,black mass,Biography Crime Drama,Johnny Depp Benedict Cumberbatch Adam Scott Scott Cooper Biography Crime Drama
Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,2006.0,flags of our fathers,Drama History War,Paul Walker Chris Bauer Tom McCarthy Clint Eastwood Drama History War
F. Gary Gray,Gerard Butler,Leslie Bibb,Michael Kelly,2009.0,law abiding citizen,Crime Drama Thriller,Gerard Butler Leslie Bibb Michael Kelly F. Gary Gray Crime Drama Thriller
Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,2007.0,grindhouse,Action Horror Thriller,Quentin Tarantino Rosario Dawson Zoë Bell Robert Rodriguez Action Horror Thriller
Jonathan Demme,Oprah Winfrey,Kimberly Elise,Hill Harper,1998.0,beloved,Drama History Horror,Oprah Winfrey Kimberly Elise Hill Harper Jonathan Demme Drama History Horror
Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,2007.0,lucky you,Drama Romance Sport,Robert Downey Jr. Robert Duvall Kelvin Han Yee Curtis Hanson Drama Romance Sport
Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,2002.0,catch me if you can,Biography Crime Drama,Leonardo DiCaprio Tom Hanks Jennifer Garner Steven Spielberg Biography Crime Drama
Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,2012.0,zero dark thirty,Drama History Thriller,Jennifer Ehle Harold Perrineau Parker Sawyers Kathryn Bigelow Drama History Thriller
Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,2006.0,the break-up,Comedy Drama Romance,Jon Favreau John Michael Higgins Ann-Margret Peyton Reed Comedy Drama Romance
Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters,2008.0,mamma mia!,Comedy Family Musical Romance,Colin Firth Meryl Streep Julie Walters Phyllida Lloyd Comedy Family Musical Romance
Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,2010.0,valentine's day,Comedy Romance,Bradley Cooper Taylor Lautner Anne Hathaway Garry Marshall Comedy Romance
Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,2005.0,the dukes of hazzard,Action Adventure Comedy,Alice Greczyn Jessica Simpson Michael Weston Jay Chandrasekhar Action Adventure Comedy
Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,1998.0,the thin red line,Drama War,Nick Stahl Miranda Otto Dash Mihok Terrence Malick Drama War
David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,2011.0,the change-up,Comedy Fantasy,Ryan Reynolds Olivia Wilde Mircea Monroe David Dobkin Comedy Fantasy
Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,1999.0,man on the moon,Biography Comedy Drama,Matt Price Gerry Becker Tom Dreesen Milos Forman Biography Comedy Drama
Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,1995.0,casino,Biography Crime Drama,Robert De Niro Don Rickles Kevin Pollak Martin Scorsese Biography Crime Drama
Pierre Morel,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,2010.0,from paris with love,Action Thriller,Kasia Smutniak Amber Rose Revah Rebecca Dayan Pierre Morel Action Thriller
Paul Hunter,Jaime King,Mako,Victoria Smurfit,2003.0,bulletproof monk,Action Comedy Fantasy,Jaime King Mako Victoria Smurfit Paul Hunter Action Comedy Fantasy
Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,2000.0,"me, myself & irene",Comedy,Robert Forster Tony Cox Rob Moran Bobby Farrelly Comedy
Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,2006.0,barnyard,Animation Comedy Family,Rob Paulsen Wanda Sykes Maurice LaMarche Steve Oedekerk Animation Comedy Family
John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat,2006.0,deck the halls,Comedy Family,Matthew Broderick Jorge Garcia Alia Shawkat John Whitesell Comedy Family
Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,2009.0,the twilight saga: new moon,Adventure Drama Fantasy Romance,Robert Pattinson Kristen Stewart Taylor Lautner Chris Weitz Adventure Drama Fantasy Romance
Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,2001.0,shrek,Adventure Animation Comedy Family Fantasy,Kathleen Freeman Chris Miller Bobby Block Andrew Adamson Adventure Animation Comedy Family Fantasy
George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,2011.0,the adjustment bureau,Romance Sci-Fi Thriller,Matt Damon Michael Kelly Jon Stewart George Nolfi Romance Sci-Fi Thriller
Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,1991.0,robin hood: prince of thieves,Action Adventure Drama Romance,Alan Rickman Morgan Freeman Michael Wincott Kevin Reynolds Action Adventure Drama Romance
Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,1996.0,jerry maguire,Comedy Drama Romance Sport,Tom Cruise Kelly Preston Bonnie Hunt Cameron Crowe Comedy Drama Romance Sport
Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,2012.0,ted,Comedy Fantasy,Mila Kunis Seth MacFarlane Tom Skerritt Seth MacFarlane Comedy Fantasy
James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight,1997.0,as good as it gets,Comedy Drama Romance,Lupe Ontiveros Yeardley Smith Shirley Knight James L. Brooks Comedy Drama Romance
Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter,1998.0,patch adams,Biography Comedy Drama Romance,Robin Williams Philip Seymour Hoffman Monica Potter Tom Shadyac Biography Comedy Drama Romance
Adam McKay,Harrison Ford,Will Ferrell,Steve Carell,2013.0,anchorman 2: the legend continues,Comedy,Harrison Ford Will Ferrell Steve Carell Adam McKay Comedy
Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,2002.0,mr. deeds,Comedy Romance,Steve Buscemi Adam Sandler Peter Gallagher Steven Brill Comedy Romance
J.J. Abrams,Joel Courtney,AJ Michalka,Zach Mills,2011.0,super 8,Mystery Sci-Fi Thriller,Joel Courtney AJ Michalka Zach Mills J.J. Abrams Mystery Sci-Fi Thriller
Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,2000.0,erin brockovich,Biography Drama,Julia Roberts Albert Finney Conchata Ferrell Steven Soderbergh Biography Drama
Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon,2003.0,how to lose a guy in 10 days,Comedy Romance,Matthew McConaughey Adam Goldberg Thomas Lennon Donald Petrie Comedy Romance
Phil Lord,Channing Tatum,Craig Roberts,Amber Stevens West,2014.0,22 jump street,Action Comedy Crime,Channing Tatum Craig Roberts Amber Stevens West Phil Lord Action Comedy Crime
Neil Jordan,Brad Pitt,Tom Cruise,Kirsten Dunst,1994.0,interview with the vampire: the vampire chronicles,Drama Fantasy Horror,Brad Pitt Tom Cruise Kirsten Dunst Neil Jordan Drama Fantasy Horror
Peyton Reed,Bradley Cooper,Zooey Deschanel,Danny Masterson,2008.0,yes man,Comedy Romance,Bradley Cooper Zooey Deschanel Danny Masterson Peyton Reed Comedy Romance
Rawson Marshall Thurber,Dwayne Johnson,Thomas Kretschmann,Megan Park,2016.0,central intelligence,Action Comedy Crime,Dwayne Johnson Thomas Kretschmann Megan Park Rawson Marshall Thurber Action Comedy Crime
Chris Columbus,Julia Roberts,Liam Aiken,Herbert Russell,1998.0,stepmom,Comedy Drama,Julia Roberts Liam Aiken Herbert Russell Chris Columbus Comedy Drama
Sean Anders,Will Ferrell,Linda Cardellini,Mark L. Young,2015.0,daddy's home,Comedy Family,Will Ferrell Linda Cardellini Mark L. Young Sean Anders Comedy Family
Rob Marshall,Johnny Depp,Meryl Streep,Anna Kendrick,2014.0,into the woods,Adventure Comedy Drama Fantasy Musical,Johnny Depp Meryl Streep Anna Kendrick Rob Marshall Adventure Comedy Drama Fantasy Musical
Spike Lee,Denzel Washington,James Ransone,Peter Gerety,2006.0,inside man,Crime Drama Mystery Thriller,Denzel Washington James Ransone Peter Gerety Spike Lee Crime Drama Mystery Thriller
Brian Helgeland,Bill Duke,Deborah Kara Unger,William Devane,1999.0,payback,Action Crime Drama Thriller,Bill Duke Deborah Kara Unger William Devane Brian Helgeland Action Crime Drama Thriller
Frank Marshall,Dylan Walsh,Joe Don Baker,Grant Heslov,1995.0,congo,Action Adventure Mystery Sci-Fi,Dylan Walsh Joe Don Baker Grant Heslov Frank Marshall Action Adventure Mystery Sci-Fi
Cameron Crowe,Scarlett Johansson,Matt Damon,Stephanie Szostak,2011.0,we bought a zoo,Comedy Drama Family,Scarlett Johansson Matt Damon Stephanie Szostak Cameron Crowe Comedy Drama Family
Alex Proyas,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,2009.0,knowing,Drama Mystery Sci-Fi Thriller,Nicolas Cage Ben Mendelsohn Chandler Canterbury Alex Proyas Drama Mystery Sci-Fi Thriller
Tom Dey,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,2006.0,failure to launch,Comedy Romance,Bradley Cooper Matthew McConaughey Zooey Deschanel Tom Dey Comedy Romance
Hideo Nakata,Naomi Watts,Gary Cole,Sissy Spacek,2005.0,the ring two,Horror Mystery,Naomi Watts Gary Cole Sissy Spacek Hideo Nakata Horror Mystery
Glenn Ficarra,Ryan Gosling,Emma Stone,Steve Carell,2011.0,"crazy, stupid, love.",Comedy Drama Romance,Ryan Gosling Emma Stone Steve Carell Glenn Ficarra Comedy Drama Romance
Peter Hewitt,Bill Murray,Mark Christopher Lawrence,Michael Monks,2004.0,garfield,Animation Comedy Family Fantasy,Bill Murray Mark Christopher Lawrence Michael Monks Peter Hewitt Animation Comedy Family Fantasy
Joe Roth,Jamie Lee Curtis,Cheech Marin,Jake Busey,2004.0,christmas with the kranks,Comedy Family,Jamie Lee Curtis Cheech Marin Jake Busey Joe Roth Comedy Family
Bennett Miller,Philip Seymour Hoffman,Robin Wright,Brad Pitt,2011.0,moneyball,Biography Drama Sport,Philip Seymour Hoffman Robin Wright Brad Pitt Bennett Miller Biography Drama Sport
Wolfgang Petersen,Kevin Spacey,Morgan Freeman,Rene Russo,1995.0,outbreak,Action Drama Thriller,Kevin Spacey Morgan Freeman Rene Russo Wolfgang Petersen Action Drama Thriller
Jaume Collet-Serra,Liam Neeson,Nate Parker,Scoot McNairy,2014.0,non-stop,Action Mystery Thriller,Liam Neeson Nate Parker Scoot McNairy Jaume Collet-Serra Action Mystery Thriller
Andy Fickman,Dwayne Johnson,Billy Brown,Tom Everett Scott,2009.0,race to witch mountain,Action Adventure Family Fantasy Sci-Fi Thriller,Dwayne Johnson Billy Brown Tom Everett Scott Andy Fickman Action Adventure Family Fantasy Sci-Fi Thriller
James McTeigue,Natalie Portman,Eddie Marsan,Rupert Graves,2005.0,v for vendetta,Action Drama Thriller,Natalie Portman Eddie Marsan Rupert Graves James McTeigue Action Drama Thriller
David Dobkin,Fann Wong,Anna-Louise Plowman,Georgina Chapman,2003.0,shanghai knights,Action Adventure Comedy,Fann Wong Anna-Louise Plowman Georgina Chapman David Dobkin Action Adventure Comedy
unknown,Bernard Hill,Gemma Jones,Nicola Walker,unknown,unforgotten            ,Crime Drama,Bernard Hill Gemma Jones Nicola Walker unknown Crime Drama
Matthew O'Callaghan,Will Ferrell,Frank Welker,Alexander Gould,2006.0,curious george,Adventure Animation Comedy Family,Will Ferrell Frank Welker Alexander Gould Matthew O'Callaghan Adventure Animation Comedy Family
Angela Robinson,Scoot McNairy,Thomas Lennon,Cheryl Hines,2005.0,herbie fully loaded,Adventure Comedy Family Fantasy Romance Sport,Scoot McNairy Thomas Lennon Cheryl Hines Angela Robinson Adventure Comedy Family Fantasy Romance Sport
Gary Fleder,Oliver Platt,Jennifer Esposito,Conrad Goode,2001.0,don't say a word,Crime Drama Mystery Thriller,Oliver Platt Jennifer Esposito Conrad Goode Gary Fleder Crime Drama Mystery Thriller
Tommy Wirkola,Jeremy Renner,Derek Mears,Ingrid Bolsø Berdal,2013.0,hansel & gretel: witch hunters,Action Fantasy Horror,Jeremy Renner Derek Mears Ingrid Bolsø Berdal Tommy Wirkola Action Fantasy Horror
Adrian Lyne,Olivier Martinez,Erik Per Sullivan,Chad Lowe,2002.0,unfaithful,Drama Thriller,Olivier Martinez Erik Per Sullivan Chad Lowe Adrian Lyne Drama Thriller
D.J. Caruso,Alex Pettyfer,Emily Wickersham,Reuben Langdon,2011.0,i am number four,Action Adventure Sci-Fi Thriller,Alex Pettyfer Emily Wickersham Reuben Langdon D.J. Caruso Action Adventure Sci-Fi Thriller
Michael Bay,Toby Stephens,James Badge Dale,David Costabile,2016.0,13 hours,Action Drama Thriller War,Toby Stephens James Badge Dale David Costabile Michael Bay Action Drama Thriller War
Jorge R. Gutiérrez,Channing Tatum,Hector Elizondo,Ana de la Reguera,2014.0,the book of life,Adventure Animation Comedy Family Fantasy Romance,Channing Tatum Hector Elizondo Ana de la Reguera Jorge R. Gutiérrez Adventure Animation Comedy Family Fantasy Romance
Richard Loncraine,Jimmy Bennett,Harrison Ford,Mary Lynn Rajskub,2006.0,firewall,Crime Thriller,Jimmy Bennett Harrison Ford Mary Lynn Rajskub Richard Loncraine Crime Thriller
Clint Eastwood,Clint Eastwood,Mark Margolis,Scott Glenn,1997.0,absolute power,Action Crime Drama Thriller,Clint Eastwood Mark Margolis Scott Glenn Clint Eastwood Action Crime Drama Thriller
Ridley Scott,Viggo Mortensen,Demi Moore,John Michael Higgins,1997.0,g.i. jane,Action Drama War,Viggo Mortensen Demi Moore John Michael Higgins Ridley Scott Action Drama War
David Fincher,Deborah Kara Unger,Armin Mueller-Stahl,Charles Martinet,1997.0,the game,Drama Mystery Thriller,Deborah Kara Unger Armin Mueller-Stahl Charles Martinet David Fincher Drama Mystery Thriller
